fullticker,ticker,Exchange
ECBK:NASDAQ,ECBK,NASDAQ
ECDA:NASDAQ,ECDA,NASDAQ
ECDAW:NASDAQ,ECDAW,NASDAQ
ECOR:NASDAQ,ECOR,NASDAQ
ECPG:NASDAQ,ECPG,NASDAQ
ECX:NASDAQ,ECX,NASDAQ
ECXWW:NASDAQ,ECXWW,NASDAQ
EDAP:NASDAQ,EDAP,NASDAQ
EDBL:NASDAQ,EDBL,NASDAQ
EDBLW:NASDAQ,EDBLW,NASDAQ
EDHL:NASDAQ,EDHL,NASDAQ
EDIT:NASDAQ,EDIT,NASDAQ
EDRY:NASDAQ,EDRY,NASDAQ
EDSA:NASDAQ,EDSA,NASDAQ
EDTK:NASDAQ,EDTK,NASDAQ
EDUC:NASDAQ,EDUC,NASDAQ
EEFT:NASDAQ,EEFT,NASDAQ
EEIQ:NASDAQ,EEIQ,NASDAQ
EFOI:NASDAQ,EFOI,NASDAQ
EFSC:NASDAQ,EFSC,NASDAQ
EFSCP:NASDAQ,EFSCP,NASDAQ
EFSI:NASDAQ,EFSI,NASDAQ
EGAN:NASDAQ,EGAN,NASDAQ
EGBN:NASDAQ,EGBN,NASDAQ
EGHAR:NASDAQ,EGHAR,NASDAQ
EGHT:NASDAQ,EGHT,NASDAQ
EH:NASDAQ,EH,NASDAQ
EHGO:NASDAQ,EHGO,NASDAQ
EHLD:NASDAQ,EHLD,NASDAQ
EHTH:NASDAQ,EHTH,NASDAQ
EJH:NASDAQ,EJH,NASDAQ
EKSO:NASDAQ,EKSO,NASDAQ
ELAB:NASDAQ,ELAB,NASDAQ
ELBM:NASDAQ,ELBM,NASDAQ
ELDN:NASDAQ,ELDN,NASDAQ
ELE:NASDAQ,ELE,NASDAQ
ELOG:NASDAQ,ELOG,NASDAQ
ELPW:NASDAQ,ELPW,NASDAQ
ELSE:NASDAQ,ELSE,NASDAQ
ELTK:NASDAQ,ELTK,NASDAQ
ELTX:NASDAQ,ELTX,NASDAQ
ELUT:NASDAQ,ELUT,NASDAQ
ELVA:NASDAQ,ELVA,NASDAQ
ELVN:NASDAQ,ELVN,NASDAQ
ELVR:NASDAQ,ELVR,NASDAQ
ELWS:NASDAQ,ELWS,NASDAQ
ELWT:NASDAQ,ELWT,NASDAQ
EM:NASDAQ,EM,NASDAQ
EMBC:NASDAQ,EMBC,NASDAQ
EMIS:NASDAQ,EMIS,NASDAQ
EML:NASDAQ,EML,NASDAQ
EMPD:NASDAQ,EMPD,NASDAQ
ENGN:NASDAQ,ENGN,NASDAQ
ENGNW:NASDAQ,ENGNW,NASDAQ
ENGS:NASDAQ,ENGS,NASDAQ
ENLT:NASDAQ,ENLT,NASDAQ
ENLV:NASDAQ,ENLV,NASDAQ
ENPH:NASDAQ,ENPH,NASDAQ
ENSC:NASDAQ,ENSC,NASDAQ
ENSG:NASDAQ,ENSG,NASDAQ
ENTA:NASDAQ,ENTA,NASDAQ
ENTG:NASDAQ,ENTG,NASDAQ
ENTX:NASDAQ,ENTX,NASDAQ
ENVB:NASDAQ,ENVB,NASDAQ
ENVX:NASDAQ,ENVX,NASDAQ
EOLS:NASDAQ,EOLS,NASDAQ
EOSE:NASDAQ,EOSE,NASDAQ
EPOW:NASDAQ,EPOW,NASDAQ
EPRX:NASDAQ,EPRX,NASDAQ
EPSM:NASDAQ,EPSM,NASDAQ
EPSN:NASDAQ,EPSN,NASDAQ
EPWK:NASDAQ,EPWK,NASDAQ
EQ:NASDAQ,EQ,NASDAQ
EQIX:NASDAQ,EQIX,NASDAQ
ERAS:NASDAQ,ERAS,NASDAQ
ERIC:NASDAQ,ERIC,NASDAQ
ERIE:NASDAQ,ERIE,NASDAQ
ERII:NASDAQ,ERII,NASDAQ
ERNA:NASDAQ,ERNA,NASDAQ
ESCA:NASDAQ,ESCA,NASDAQ
ESEA:NASDAQ,ESEA,NASDAQ
ESGL:NASDAQ,ESGL,NASDAQ
ESGLW:NASDAQ,ESGLW,NASDAQ
ESHA:NASDAQ,ESHA,NASDAQ
ESHAR:NASDAQ,ESHAR,NASDAQ
ESLA:NASDAQ,ESLA,NASDAQ
ESLAW:NASDAQ,ESLAW,NASDAQ
ESLT:NASDAQ,ESLT,NASDAQ
ESOA:NASDAQ,ESOA,NASDAQ
ESPR:NASDAQ,ESPR,NASDAQ
ESQ:NASDAQ,ESQ,NASDAQ
ESTA:NASDAQ,ESTA,NASDAQ
ETHM:NASDAQ,ETHM,NASDAQ
ETHMU:NASDAQ,ETHMU,NASDAQ
ETHMW:NASDAQ,ETHMW,NASDAQ
ETHZ:NASDAQ,ETHZ,NASDAQ
ETON:NASDAQ,ETON,NASDAQ
ETOR:NASDAQ,ETOR,NASDAQ
ETS:NASDAQ,ETS,NASDAQ
EU:NASDAQ,EU,NASDAQ
EUDA:NASDAQ,EUDA,NASDAQ
EUDAW:NASDAQ,EUDAW,NASDAQ
EURK:NASDAQ,EURK,NASDAQ
EURKR:NASDAQ,EURKR,NASDAQ
EVAX:NASDAQ,EVAX,NASDAQ
EVCM:NASDAQ,EVCM,NASDAQ
EVER:NASDAQ,EVER,NASDAQ
EVGN:NASDAQ,EVGN,NASDAQ
EVGO:NASDAQ,EVGO,NASDAQ
EVGOW:NASDAQ,EVGOW,NASDAQ
EVLV:NASDAQ,EVLV,NASDAQ
EVLVW:NASDAQ,EVLVW,NASDAQ
EVO:NASDAQ,EVO,NASDAQ
EVOK:NASDAQ,EVOK,NASDAQ
EVOX:NASDAQ,EVOX,NASDAQ
EVOXU:NASDAQ,EVOXU,NASDAQ
EVOXW:NASDAQ,EVOXW,NASDAQ
EVRG:NASDAQ,EVRG,NASDAQ
EVTV:NASDAQ,EVTV,NASDAQ
EWBC:NASDAQ,EWBC,NASDAQ
EWCZ:NASDAQ,EWCZ,NASDAQ
EWTX:NASDAQ,EWTX,NASDAQ
EXAS:NASDAQ,EXAS,NASDAQ
EXC:NASDAQ,EXC,NASDAQ
EXE:NASDAQ,EXE,NASDAQ
EXEEL:NASDAQ,EXEEL,NASDAQ
EXEEW:NASDAQ,EXEEW,NASDAQ
EXEEZ:NASDAQ,EXEEZ,NASDAQ
EXEL:NASDAQ,EXEL,NASDAQ
EXFY:NASDAQ,EXFY,NASDAQ
EXLS:NASDAQ,EXLS,NASDAQ
EXOZ:NASDAQ,EXOZ,NASDAQ
EXPE:NASDAQ,EXPE,NASDAQ
EXPI:NASDAQ,EXPI,NASDAQ
EXPO:NASDAQ,EXPO,NASDAQ
EXTR:NASDAQ,EXTR,NASDAQ
EYE:NASDAQ,EYE,NASDAQ
EYPT:NASDAQ,EYPT,NASDAQ
EZGO:NASDAQ,EZGO,NASDAQ
EZPW:NASDAQ,EZPW,NASDAQ
FA:NASDAQ,FA,NASDAQ
FACT:NASDAQ,FACT,NASDAQ
FACTW:NASDAQ,FACTW,NASDAQ
FAMI:NASDAQ,FAMI,NASDAQ
FANG:NASDAQ,FANG,NASDAQ
FARM:NASDAQ,FARM,NASDAQ
FAST:NASDAQ,FAST,NASDAQ
FAT:NASDAQ,FAT,NASDAQ
FATBB:NASDAQ,FATBB,NASDAQ
FATBP:NASDAQ,FATBP,NASDAQ
FATE:NASDAQ,FATE,NASDAQ
FATN:NASDAQ,FATN,NASDAQ
FBGL:NASDAQ,FBGL,NASDAQ
FBIO:NASDAQ,FBIO,NASDAQ
FBIOP:NASDAQ,FBIOP,NASDAQ
FBIZ:NASDAQ,FBIZ,NASDAQ
FBLA:NASDAQ,FBLA,NASDAQ
FBLG:NASDAQ,FBLG,NASDAQ
FBNC:NASDAQ,FBNC,NASDAQ
FBRX:NASDAQ,FBRX,NASDAQ
FBYD:NASDAQ,FBYD,NASDAQ
FBYDW:NASDAQ,FBYDW,NASDAQ
FCAP:NASDAQ,FCAP,NASDAQ
FCBC:NASDAQ,FCBC,NASDAQ
FCCO:NASDAQ,FCCO,NASDAQ
FCEL:NASDAQ,FCEL,NASDAQ
FCFS:NASDAQ,FCFS,NASDAQ
FCHL:NASDAQ,FCHL,NASDAQ
FCNCA:NASDAQ,FCNCA,NASDAQ
FCNCO:NASDAQ,FCNCO,NASDAQ
FCNCP:NASDAQ,FCNCP,NASDAQ
FCUV:NASDAQ,FCUV,NASDAQ
FDBC:NASDAQ,FDBC,NASDAQ
FDMT:NASDAQ,FDMT,NASDAQ
FDSB:NASDAQ,FDSB,NASDAQ
FDUS:NASDAQ,FDUS,NASDAQ
FEAM:NASDAQ,FEAM,NASDAQ
FEBO:NASDAQ,FEBO,NASDAQ
FEED:NASDAQ,FEED,NASDAQ
FEIM:NASDAQ,FEIM,NASDAQ
FELE:NASDAQ,FELE,NASDAQ
FEMY:NASDAQ,FEMY,NASDAQ
FENC:NASDAQ,FENC,NASDAQ
FER:NASDAQ,FER,NASDAQ
FERA:NASDAQ,FERA,NASDAQ
FERAR:NASDAQ,FERAR,NASDAQ
FFAI:NASDAQ,FFAI,NASDAQ
FFAIW:NASDAQ,FFAIW,NASDAQ
FFBC:NASDAQ,FFBC,NASDAQ
FFIC:NASDAQ,FFIC,NASDAQ
FFIN:NASDAQ,FFIN,NASDAQ
FFIV:NASDAQ,FFIV,NASDAQ
FGBI:NASDAQ,FGBI,NASDAQ
FGBIP:NASDAQ,FGBIP,NASDAQ
FGEN:NASDAQ,FGEN,NASDAQ
FGI:NASDAQ,FGI,NASDAQ
FGIWW:NASDAQ,FGIWW,NASDAQ
FGL:NASDAQ,FGL,NASDAQ
FGMC:NASDAQ,FGMC,NASDAQ
FGMCR:NASDAQ,FGMCR,NASDAQ
FGMCU:NASDAQ,FGMCU,NASDAQ
FGNX:NASDAQ,FGNX,NASDAQ
FGNXP:NASDAQ,FGNXP,NASDAQ
FHB:NASDAQ,FHB,NASDAQ
FHTX:NASDAQ,FHTX,NASDAQ
FIBK:NASDAQ,FIBK,NASDAQ
FIEE:NASDAQ,FIEE,NASDAQ
FIGR:NASDAQ,FIGR,NASDAQ
FIGX:NASDAQ,FIGX,NASDAQ
FIGXU:NASDAQ,FIGXU,NASDAQ
FINW:NASDAQ,FINW,NASDAQ
FIP:NASDAQ,FIP,NASDAQ
FISI:NASDAQ,FISI,NASDAQ
FISV:NASDAQ,FISV,NASDAQ
FITB:NASDAQ,FITB,NASDAQ
FITBI:NASDAQ,FITBI,NASDAQ
FITBO:NASDAQ,FITBO,NASDAQ
FITBP:NASDAQ,FITBP,NASDAQ
FIVE:NASDAQ,FIVE,NASDAQ
FIVN:NASDAQ,FIVN,NASDAQ
FIZZ:NASDAQ,FIZZ,NASDAQ
FKWL:NASDAQ,FKWL,NASDAQ
FLD:NASDAQ,FLD,NASDAQ
FLDDW:NASDAQ,FLDDW,NASDAQ
FLEX:NASDAQ,FLEX,NASDAQ
FLGC:NASDAQ,FLGC,NASDAQ
FLGT:NASDAQ,FLGT,NASDAQ
FLL:NASDAQ,FLL,NASDAQ
FLNC:NASDAQ,FLNC,NASDAQ
FLNT:NASDAQ,FLNT,NASDAQ
FLUX:NASDAQ,FLUX,NASDAQ
FLWS:NASDAQ,FLWS,NASDAQ
FLX:NASDAQ,FLX,NASDAQ
FLXS:NASDAQ,FLXS,NASDAQ
FLY:NASDAQ,FLY,NASDAQ
FLYE:NASDAQ,FLYE,NASDAQ
FLYW:NASDAQ,FLYW,NASDAQ
FMAO:NASDAQ,FMAO,NASDAQ
FMBH:NASDAQ,FMBH,NASDAQ
FMFC:NASDAQ,FMFC,NASDAQ
FMNB:NASDAQ,FMNB,NASDAQ
FMST:NASDAQ,FMST,NASDAQ
FMSTW:NASDAQ,FMSTW,NASDAQ
FNGR:NASDAQ,FNGR,NASDAQ
FNKO:NASDAQ,FNKO,NASDAQ
FNLC:NASDAQ,FNLC,NASDAQ
FNWB:NASDAQ,FNWB,NASDAQ
FNWD:NASDAQ,FNWD,NASDAQ
FOFO:NASDAQ,FOFO,NASDAQ
FOLD:NASDAQ,FOLD,NASDAQ
FONR:NASDAQ,FONR,NASDAQ
FORA:NASDAQ,FORA,NASDAQ
FORM:NASDAQ,FORM,NASDAQ
FORR:NASDAQ,FORR,NASDAQ
FORTY:NASDAQ,FORTY,NASDAQ
FOSL:NASDAQ,FOSL,NASDAQ
FOX:NASDAQ,FOX,NASDAQ
FOXA:NASDAQ,FOXA,NASDAQ
FOXF:NASDAQ,FOXF,NASDAQ
FOXX:NASDAQ,FOXX,NASDAQ
FOXXW:NASDAQ,FOXXW,NASDAQ
FRAF:NASDAQ,FRAF,NASDAQ
FRBA:NASDAQ,FRBA,NASDAQ
FRD:NASDAQ,FRD,NASDAQ
FRGT:NASDAQ,FRGT,NASDAQ
FRHC:NASDAQ,FRHC,NASDAQ
FRME:NASDAQ,FRME,NASDAQ
FRMEP:NASDAQ,FRMEP,NASDAQ
FRMI:NASDAQ,FRMI,NASDAQ
FROG:NASDAQ,FROG,NASDAQ
FRPH:NASDAQ,FRPH,NASDAQ
FRPT:NASDAQ,FRPT,NASDAQ
FRSH:NASDAQ,FRSH,NASDAQ
FRST:NASDAQ,FRST,NASDAQ
FRSX:NASDAQ,FRSX,NASDAQ
FSBC:NASDAQ,FSBC,NASDAQ
FSBW:NASDAQ,FSBW,NASDAQ
FSEA:NASDAQ,FSEA,NASDAQ
FSFG:NASDAQ,FSFG,NASDAQ
FSHP:NASDAQ,FSHP,NASDAQ
FSHPR:NASDAQ,FSHPR,NASDAQ
FSLR:NASDAQ,FSLR,NASDAQ
FSLY:NASDAQ,FSLY,NASDAQ
FSTR:NASDAQ,FSTR,NASDAQ
FSUN:NASDAQ,FSUN,NASDAQ
FSV:NASDAQ,FSV,NASDAQ
FTAI:NASDAQ,FTAI,NASDAQ
FTAIM:NASDAQ,FTAIM,NASDAQ
FTAIN:NASDAQ,FTAIN,NASDAQ
FTCI:NASDAQ,FTCI,NASDAQ
FTDR:NASDAQ,FTDR,NASDAQ
FTEK:NASDAQ,FTEK,NASDAQ
FTEL:NASDAQ,FTEL,NASDAQ
FTFT:NASDAQ,FTFT,NASDAQ
FTHM:NASDAQ,FTHM,NASDAQ
FTLF:NASDAQ,FTLF,NASDAQ
FTNT:NASDAQ,FTNT,NASDAQ
FTRE:NASDAQ,FTRE,NASDAQ
FTRK:NASDAQ,FTRK,NASDAQ
FUFU:NASDAQ,FUFU,NASDAQ
FUFUW:NASDAQ,FUFUW,NASDAQ
FULC:NASDAQ,FULC,NASDAQ
FULT:NASDAQ,FULT,NASDAQ
FULTP:NASDAQ,FULTP,NASDAQ
FUNC:NASDAQ,FUNC,NASDAQ
FUND:NASDAQ,FUND,NASDAQ
FUSB:NASDAQ,FUSB,NASDAQ
FUSE:NASDAQ,FUSE,NASDAQ
FUSEW:NASDAQ,FUSEW,NASDAQ
FUTU:NASDAQ,FUTU,NASDAQ
FVCB:NASDAQ,FVCB,NASDAQ
FVN:NASDAQ,FVN,NASDAQ
FWDI:NASDAQ,FWDI,NASDAQ
FWONA:NASDAQ,FWONA,NASDAQ
FWONK:NASDAQ,FWONK,NASDAQ
FWRD:NASDAQ,FWRD,NASDAQ
FWRG:NASDAQ,FWRG,NASDAQ
FXNC:NASDAQ,FXNC,NASDAQ
FYBR:NASDAQ,FYBR,NASDAQ
GABC:NASDAQ,GABC,NASDAQ
GAIA:NASDAQ,GAIA,NASDAQ
GAIN:NASDAQ,GAIN,NASDAQ
GAINI:NASDAQ,GAINI,NASDAQ
GAINN:NASDAQ,GAINN,NASDAQ
GAINZ:NASDAQ,GAINZ,NASDAQ
GALT:NASDAQ,GALT,NASDAQ
GAMB:NASDAQ,GAMB,NASDAQ
GAME:NASDAQ,GAME,NASDAQ
GANX:NASDAQ,GANX,NASDAQ
GASS:NASDAQ,GASS,NASDAQ
GAUZ:NASDAQ,GAUZ,NASDAQ
GBDC:NASDAQ,GBDC,NASDAQ
GBFH:NASDAQ,GBFH,NASDAQ
GBIO:NASDAQ,GBIO,NASDAQ
GBLI:NASDAQ,GBLI,NASDAQ
GCBC:NASDAQ,GCBC,NASDAQ
GCL:NASDAQ,GCL,NASDAQ
GCLWW:NASDAQ,GCLWW,NASDAQ
GCMG:NASDAQ,GCMG,NASDAQ
GCT:NASDAQ,GCT,NASDAQ
GCTK:NASDAQ,GCTK,NASDAQ
GDC:NASDAQ,GDC,NASDAQ
GDEN:NASDAQ,GDEN,NASDAQ
GDEV:NASDAQ,GDEV,NASDAQ
GDEVW:NASDAQ,GDEVW,NASDAQ
GDHG:NASDAQ,GDHG,NASDAQ
GDRX:NASDAQ,GDRX,NASDAQ
GDS:NASDAQ,GDS,NASDAQ
GDTC:NASDAQ,GDTC,NASDAQ
GDYN:NASDAQ,GDYN,NASDAQ
GECC:NASDAQ,GECC,NASDAQ
GECCG:NASDAQ,GECCG,NASDAQ
GECCH:NASDAQ,GECCH,NASDAQ
GECCI:NASDAQ,GECCI,NASDAQ
GECCO:NASDAQ,GECCO,NASDAQ
GEG:NASDAQ,GEG,NASDAQ
GEGGL:NASDAQ,GEGGL,NASDAQ
GEHC:NASDAQ,GEHC,NASDAQ
GELS:NASDAQ,GELS,NASDAQ
GEMI:NASDAQ,GEMI,NASDAQ
GEN:NASDAQ,GEN,NASDAQ
GENK:NASDAQ,GENK,NASDAQ
GENVR:NASDAQ,GENVR,NASDAQ
GEOS:NASDAQ,GEOS,NASDAQ
GERN:NASDAQ,GERN,NASDAQ
GEVO:NASDAQ,GEVO,NASDAQ
GFAI:NASDAQ,GFAI,NASDAQ
GFAIW:NASDAQ,GFAIW,NASDAQ
GFS:NASDAQ,GFS,NASDAQ
GGAL:NASDAQ,GGAL,NASDAQ
GGR:NASDAQ,GGR,NASDAQ
GGROW:NASDAQ,GGROW,NASDAQ
GH:NASDAQ,GH,NASDAQ
GHRS:NASDAQ,GHRS,NASDAQ
GIBO:NASDAQ,GIBO,NASDAQ
GIBOW:NASDAQ,GIBOW,NASDAQ
GIFI:NASDAQ,GIFI,NASDAQ
GIFT:NASDAQ,GIFT,NASDAQ
GIG:NASDAQ,GIG,NASDAQ
GIGGU:NASDAQ,GIGGU,NASDAQ
GIGGW:NASDAQ,GIGGW,NASDAQ
GIGM:NASDAQ,GIGM,NASDAQ
GIII:NASDAQ,GIII,NASDAQ
GILD:NASDAQ,GILD,NASDAQ
GILT:NASDAQ,GILT,NASDAQ
GIPR:NASDAQ,GIPR,NASDAQ
GITS:NASDAQ,GITS,NASDAQ
GIW:NASDAQ,GIW,NASDAQ
GIWWR:NASDAQ,GIWWR,NASDAQ
GIWWU:NASDAQ,GIWWU,NASDAQ
GLAD:NASDAQ,GLAD,NASDAQ
GLBE:NASDAQ,GLBE,NASDAQ
GLBS:NASDAQ,GLBS,NASDAQ
GLBZ:NASDAQ,GLBZ,NASDAQ
GLDD:NASDAQ,GLDD,NASDAQ
GLE:NASDAQ,GLE,NASDAQ
GLIBA:NASDAQ,GLIBA,NASDAQ
GLIBK:NASDAQ,GLIBK,NASDAQ
GLIBR:NASDAQ,GLIBR,NASDAQ
GLMD:NASDAQ,GLMD,NASDAQ
GLNG:NASDAQ,GLNG,NASDAQ
GLOO:NASDAQ,GLOO,NASDAQ
GLPG:NASDAQ,GLPG,NASDAQ
GLPI:NASDAQ,GLPI,NASDAQ
GLRE:NASDAQ,GLRE,NASDAQ
GLSI:NASDAQ,GLSI,NASDAQ
GLTO:NASDAQ,GLTO,NASDAQ
GLUE:NASDAQ,GLUE,NASDAQ
GLXG:NASDAQ,GLXG,NASDAQ
GLXY:NASDAQ,GLXY,NASDAQ
GMAB:NASDAQ,GMAB,NASDAQ
GMGI:NASDAQ,GMGI,NASDAQ
GMHS:NASDAQ,GMHS,NASDAQ
GMM:NASDAQ,GMM,NASDAQ
GNLN:NASDAQ,GNLN,NASDAQ
GNLX:NASDAQ,GNLX,NASDAQ
GNPX:NASDAQ,GNPX,NASDAQ
GNSS:NASDAQ,GNSS,NASDAQ
GNTA:NASDAQ,GNTA,NASDAQ
GNTX:NASDAQ,GNTX,NASDAQ
GO:NASDAQ,GO,NASDAQ
GOCO:NASDAQ,GOCO,NASDAQ
GOGO:NASDAQ,GOGO,NASDAQ
GOOD:NASDAQ,GOOD,NASDAQ
GOODN:NASDAQ,GOODN,NASDAQ
GOODO:NASDAQ,GOODO,NASDAQ
GOOG:NASDAQ,GOOG,NASDAQ
GOOGL:NASDAQ,GOOGL,NASDAQ
GOSS:NASDAQ,GOSS,NASDAQ
GOVX:NASDAQ,GOVX,NASDAQ
GP:NASDAQ,GP,NASDAQ
GPACU:NASDAQ,GPACU,NASDAQ
GPAT:NASDAQ,GPAT,NASDAQ
GPATU:NASDAQ,GPATU,NASDAQ
GPCR:NASDAQ,GPCR,NASDAQ
GPRE:NASDAQ,GPRE,NASDAQ
GPRO:NASDAQ,GPRO,NASDAQ
GRAB:NASDAQ,GRAB,NASDAQ
GRABW:NASDAQ,GRABW,NASDAQ
GRAL:NASDAQ,GRAL,NASDAQ
GRAN:NASDAQ,GRAN,NASDAQ
GRCE:NASDAQ,GRCE,NASDAQ
GRDX:NASDAQ,GRDX,NASDAQ
GREE:NASDAQ,GREE,NASDAQ
GREEL:NASDAQ,GREEL,NASDAQ
GRFS:NASDAQ,GRFS,NASDAQ
GRI:NASDAQ,GRI,NASDAQ
GRNQ:NASDAQ,GRNQ,NASDAQ
GROW:NASDAQ,GROW,NASDAQ
GRPN:NASDAQ,GRPN,NASDAQ
GRRR:NASDAQ,GRRR,NASDAQ
GRRRW:NASDAQ,GRRRW,NASDAQ
GRVY:NASDAQ,GRVY,NASDAQ
GRWG:NASDAQ,GRWG,NASDAQ
GSAT:NASDAQ,GSAT,NASDAQ
GSBC:NASDAQ,GSBC,NASDAQ
GSHD:NASDAQ,GSHD,NASDAQ
GSHR:NASDAQ,GSHR,NASDAQ
GSHRU:NASDAQ,GSHRU,NASDAQ
GSIT:NASDAQ,GSIT,NASDAQ
GSIW:NASDAQ,GSIW,NASDAQ
GSM:NASDAQ,GSM,NASDAQ
GSRF:NASDAQ,GSRF,NASDAQ
GSRFU:NASDAQ,GSRFU,NASDAQ
GSUN:NASDAQ,GSUN,NASDAQ
GT:NASDAQ,GT,NASDAQ
GTBP:NASDAQ,GTBP,NASDAQ
GTEC:NASDAQ,GTEC,NASDAQ
GTEN:NASDAQ,GTEN,NASDAQ
GTENW:NASDAQ,GTENW,NASDAQ
GTERA:NASDAQ,GTERA,NASDAQ
GTERR:NASDAQ,GTERR,NASDAQ
GTERU:NASDAQ,GTERU,NASDAQ
GTERW:NASDAQ,GTERW,NASDAQ
GTIM:NASDAQ,GTIM,NASDAQ
GTLB:NASDAQ,GTLB,NASDAQ
GTM:NASDAQ,GTM,NASDAQ
GTX:NASDAQ,GTX,NASDAQ
GURE:NASDAQ,GURE,NASDAQ
GUTS:NASDAQ,GUTS,NASDAQ
GV:NASDAQ,GV,NASDAQ
GVH:NASDAQ,GVH,NASDAQ
GWAV:NASDAQ,GWAV,NASDAQ
GWRS:NASDAQ,GWRS,NASDAQ
GXAI:NASDAQ,GXAI,NASDAQ
GYRE:NASDAQ,GYRE,NASDAQ
GYRO:NASDAQ,GYRO,NASDAQ
HAFC:NASDAQ,HAFC,NASDAQ
HAIN:NASDAQ,HAIN,NASDAQ
HALO:NASDAQ,HALO,NASDAQ
HAO:NASDAQ,HAO,NASDAQ
HAS:NASDAQ,HAS,NASDAQ
HAVA:NASDAQ,HAVA,NASDAQ
HAVAR:NASDAQ,HAVAR,NASDAQ
HAVAU:NASDAQ,HAVAU,NASDAQ
HBAN:NASDAQ,HBAN,NASDAQ
HBANL:NASDAQ,HBANL,NASDAQ
HBANM:NASDAQ,HBANM,NASDAQ
HBANP:NASDAQ,HBANP,NASDAQ
HBCP:NASDAQ,HBCP,NASDAQ
HBIO:NASDAQ,HBIO,NASDAQ
HBNB:NASDAQ,HBNB,NASDAQ
HBNC:NASDAQ,HBNC,NASDAQ
HBR:NASDAQ,HBR,NASDAQ
HBT:NASDAQ,HBT,NASDAQ
HCACU:NASDAQ,HCACU,NASDAQ
HCAI:NASDAQ,HCAI,NASDAQ
HCAT:NASDAQ,HCAT,NASDAQ
HCHL:NASDAQ,HCHL,NASDAQ
HCKT:NASDAQ,HCKT,NASDAQ
HCM:NASDAQ,HCM,NASDAQ
HCMA:NASDAQ,HCMA,NASDAQ
HCMAU:NASDAQ,HCMAU,NASDAQ
HCMAW:NASDAQ,HCMAW,NASDAQ
HCSG:NASDAQ,HCSG,NASDAQ
HCTI:NASDAQ,HCTI,NASDAQ
HCWB:NASDAQ,HCWB,NASDAQ
HDL:NASDAQ,HDL,NASDAQ
HDSN:NASDAQ,HDSN,NASDAQ
HELE:NASDAQ,HELE,NASDAQ
HEPS:NASDAQ,HEPS,NASDAQ
HERE:NASDAQ,HERE,NASDAQ
HERZ:NASDAQ,HERZ,NASDAQ
HFBL:NASDAQ,HFBL,NASDAQ
HFFG:NASDAQ,HFFG,NASDAQ
HFWA:NASDAQ,HFWA,NASDAQ
HGBL:NASDAQ,HGBL,NASDAQ
HHS:NASDAQ,HHS,NASDAQ
HIFS:NASDAQ,HIFS,NASDAQ
HIHO:NASDAQ,HIHO,NASDAQ
HIMX:NASDAQ,HIMX,NASDAQ
HIND:NASDAQ,HIND,NASDAQ
HIT:NASDAQ,HIT,NASDAQ
HITI:NASDAQ,HITI,NASDAQ
HIVE:NASDAQ,HIVE,NASDAQ
HKIT:NASDAQ,HKIT,NASDAQ
HKPD:NASDAQ,HKPD,NASDAQ
HLIT:NASDAQ,HLIT,NASDAQ
HLMN:NASDAQ,HLMN,NASDAQ
HLNE:NASDAQ,HLNE,NASDAQ
HLP:NASDAQ,HLP,NASDAQ
HMR:NASDAQ,HMR,NASDAQ
HNNA:NASDAQ,HNNA,NASDAQ
HNNAZ:NASDAQ,HNNAZ,NASDAQ
HNRG:NASDAQ,HNRG,NASDAQ
HNST:NASDAQ,HNST,NASDAQ
HNVR:NASDAQ,HNVR,NASDAQ
HOFT:NASDAQ,HOFT,NASDAQ
HOLO:NASDAQ,HOLO,NASDAQ
HOLOW:NASDAQ,HOLOW,NASDAQ
HOLX:NASDAQ,HOLX,NASDAQ
HON:NASDAQ,HON,NASDAQ
HOOD:NASDAQ,HOOD,NASDAQ
HOPE:NASDAQ,HOPE,NASDAQ
HOTH:NASDAQ,HOTH,NASDAQ
HOUR:NASDAQ,HOUR,NASDAQ
HOVNP:NASDAQ,HOVNP,NASDAQ
HOVR:NASDAQ,HOVR,NASDAQ
HOVRW:NASDAQ,HOVRW,NASDAQ
HOWL:NASDAQ,HOWL,NASDAQ
HPAI:NASDAQ,HPAI,NASDAQ
HPAIW:NASDAQ,HPAIW,NASDAQ
HPK:NASDAQ,HPK,NASDAQ
HQI:NASDAQ,HQI,NASDAQ
HQY:NASDAQ,HQY,NASDAQ
HRMY:NASDAQ,HRMY,NASDAQ
HROW:NASDAQ,HROW,NASDAQ
HRTX:NASDAQ,HRTX,NASDAQ
HRZN:NASDAQ,HRZN,NASDAQ
HSAI:NASDAQ,HSAI,NASDAQ
HSCS:NASDAQ,HSCS,NASDAQ
HSCSW:NASDAQ,HSCSW,NASDAQ
HSDT:NASDAQ,HSDT,NASDAQ
HSIC:NASDAQ,HSIC,NASDAQ
HSPT:NASDAQ,HSPT,NASDAQ
HSPTU:NASDAQ,HSPTU,NASDAQ
HST:NASDAQ,HST,NASDAQ
HSTM:NASDAQ,HSTM,NASDAQ
HTBK:NASDAQ,HTBK,NASDAQ
HTCO:NASDAQ,HTCO,NASDAQ
HTCR:NASDAQ,HTCR,NASDAQ
HTFL:NASDAQ,HTFL,NASDAQ
HTHT:NASDAQ,HTHT,NASDAQ
HTLD:NASDAQ,HTLD,NASDAQ
HTLM:NASDAQ,HTLM,NASDAQ
HTO:NASDAQ,HTO,NASDAQ
HTOO:NASDAQ,HTOO,NASDAQ
